title,runtimeMinutes,averageRating,numVotes,director,writer,productionBudget,domesticGross,worldwideGross,releaseYear,releaseMonth,releaseDay,genre-1,genre-2,genre-3,budgetYear,domesticGrossYear,worldwideGrossYear
Man of the Year,115,6.2,35048,Barry Levinson,Barry Levinson,20000000,37442180,41342180,2006,10,13,Comedy,Drama,Romance,9970.089730807576,18665.094715852443,20609.26221335992
The Good Night,93,5.7,8724,Jake Paltrow,Jake Paltrow,15000000,22441,22441,2007,10,5,Comedy,Drama,Fantasy,7473.841554559043,11.181365221723967,11.181365221723967
American Teen,95,6.4,4226,Nanette Burstein,Nanette Burstein,5000000,942441,989319,2008,7,25,Documentary,NA,NA,2490.03984063745,469.3431274900398,492.6887450199203
What Just Happened,104,5.6,28451,Barry Levinson,Art Linson,27000000,1090947,2412123,2008,10,17,Comedy,Drama,NA,13446.21513944223,543.3002988047808,1201.2564741035856
Wild Hogs,100,5.8,122998,Walt Becker,Brad Copeland,60000000,168213584,253555383,2007,3,2,Action,Adventure,Comedy,29895.366218236173,83813.44494270055,126335.51718983558
Who Killed the Electric Car?,92,7.6,12738,Chris Paine,Chris Paine,1000000,1678874,1849392,2006,6,28,Documentary,NA,NA,498.5044865403789,836.9262213359921,921.9302093718843
Venus,95,7.1,13384,Roger Michell,Hanif Kureishi,6000000,3347411,7818479,2006,12,21,Comedy,Drama,Romance,2991.0269192422734,1668.699401794616,3897.546859421735
Phat Girlz,99,3.3,9402,Nnegest Likké,Nnegest Likké,3000000,7061128,7301115,2006,4,7,Comedy,NA,NA,1495.5134596211367,3520.0039880358922,3639.638584247258
Reign Over Me,124,7.4,99360,Mike Binder,Mike Binder,20000000,19661987,20081987,2007,3,23,Drama,NA,NA,9965.122072745391,9796.705032386646,10005.9725959143
An Inconvenient Truth,96,7.4,85042,Davis Guggenheim,Al Gore,1000000,24146161,53365925,2006,5,24,Documentary,NA,NA,498.5044865403789,12036.969591226321,26603.15304087737
Vicky Cristina Barcelona,96,7.1,267883,Woody Allen,Woody Allen,16000000,23216709,104504817,2008,8,15,Comedy,Drama,Romance,7968.12749003984,11562.106075697211,52044.231573705176
Hostel: Part II,94,5.5,95503,Eli Roth,Eli Roth,7500000,17544812,33606409,2007,6,8,Horror,NA,NA,3736.9207772795216,8741.80966616841,16744.59840558047
We Own the Night,117,6.8,92469,James Gray,James Gray,28000000,28563179,55307857,2007,10,12,Action,Crime,Drama,13951.170901843547,14231.778276033881,27557.477329347286
Avatar,162,7.9,1378288,James Cameron,James Cameron,237000000,785221649,2923706026,2009,12,17,Action,Adventure,Fantasy,117969.13887506221,390851.9905425585,1455304.144350423
Music and Lyrics,104,6.5,106929,Marc Lawrence,Marc Lawrence,40000000,50572589,146196885,2007,2,14,Comedy,Music,Romance,19930.244145490782,25198.10114598904,72843.49028400598
The Nativity Story,101,6.8,12330,Catherine Hardwicke,Mike Rich,35000000,37629831,46309644,2006,12,1,Adventure,Drama,Family,17447.65702891326,18758.63958125623,23085.565304087737
A Thousand Words,91,5.8,44579,Brian Robbins,Steve Koren,40000000,18450127,20790486,2012,3,9,Comedy,Drama,Fantasy,19880.715705765408,9170.04324055666,10333.243538767396
Eastern Promises,100,7.6,259506,David Cronenberg,Steven Knight,50000000,17181265,56077088,2007,9,14,Crime,Drama,Thriller,24912.805181863478,8560.670154459393,27940.751370204285
The Savages,114,7.1,38546,Tamara Jenkins,Tamara Jenkins,9000000,6623082,10642023,2007,11,28,Comedy,Drama,NA,4484.304932735426,3299.9910313901346,5302.452914798207
In Bruges,107,7.9,459127,Martin McDonagh,Martin McDonagh,15000000,7800825,34527095,2008,2,8,Comedy,Crime,Drama,7470.119521912351,3884.8730079681277,17194.76842629482
The Dead Girl,85,6.6,16127,Karen Moncrieff,Karen Moncrieff,3300000,19875,19875,2006,12,29,Crime,Drama,Mystery,1645.0648055832503,9.90777666999003,9.90777666999003
The Brothers Solomon,93,5.3,11449,Bob Odenkirk,Will Forte,10000000,900926,900926,2007,9,7,Comedy,NA,NA,4982.5610363726955,448.8918784255107,448.8918784255107
Over Her Dead Body,95,5.3,25528,Jeff Lowell,Jeff Lowell,10000000,7570127,21596074,2008,2,1,Comedy,Fantasy,Romance,4980.0796812749,3769.983565737052,10755.016932270917
Hot Rod,88,6.7,92872,Akiva Schaffer,Pam Brady,25000000,13938332,14371564,2007,8,3,Comedy,Sport,NA,12456.402590931739,6944.858993522671,7160.719481813652
Georgia Rule,113,5.9,26474,Garry Marshall,Mark Andrus,20000000,18882880,20819601,2007,5,11,Comedy,Drama,NA,9965.122072745391,9408.510214250124,10373.493273542601
Death at a Funeral,90,7.3,120496,Frank Oz,Dean Craig,20000000,8580428,47289148,2007,8,17,Comedy,NA,NA,9965.122072745391,4275.250622820129,23562.106626806177
Mamma Mia!,108,6.5,271677,Phyllida Lloyd,Catherine Johnson,52000000,144540088,586265197,2008,7,2,Comedy,Musical,Romance,25896.414342629483,71982.1155378486,291964.73954183265
Be Kind Rewind,102,6.4,94030,Michel Gondry,Michel Gondry,20000000,11175164,30894247,2008,2,22,Comedy,NA,NA,9960.1593625498,5565.320717131474,15385.581175298805
Forgetting Sarah Marshall,111,7.1,300975,Nicholas Stoller,Jason Segel,30000000,63172463,105475310,2008,4,18,Comedy,Drama,Romance,14940.239043824702,31460.389940239045,52527.54482071713
Deception,107,6.0,40722,Marcel Langenegger,Mark Bomback,25000000,4598506,12850033,2008,4,25,Crime,Drama,Mystery,12450.19920318725,2290.0926294820715,6399.418824701195
Rendition,122,6.8,58067,Gavin Hood,Kelley Sane,27500000,9736045,26939925,2007,10,19,Drama,Thriller,NA,13702.042850024913,4851.04384653712,13422.98206278027
Lars and the Real Girl,106,7.3,154428,Craig Gillespie,Nancy Oliver,12500000,5956480,11277119,2007,10,12,Comedy,Drama,Romance,6228.201295465869,2967.8525161933235,5618.893373193821
Seven Pounds,123,7.6,314202,Gabriele Muccino,Grant Nieporte,54000000,69951824,166617328,2008,12,19,Drama,Mystery,Thriller,26892.43027888446,34836.565737051795,82976.75697211156
Religulous,101,7.6,60164,Larry Charles,Bill Maher,2500000,13011160,13881317,2008,10,1,Comedy,Documentary,War,1245.019920318725,6479.661354581674,6913.006474103586
Sydney White,108,6.2,50883,Joe Nussbaum,Chad Gomez Creasey,16500000,11892415,13636339,2007,9,21,Comedy,Drama,Romance,8221.225710014947,5925.468360737419,6794.389138016941
Changeling,141,7.8,264526,Clint Eastwood,J. Michael Straczynski,55000000,35739802,113805580,2008,10,24,Biography,Crime,Drama,27390.438247011953,17798.706175298805,56676.08565737052
The Bucket List,97,7.4,258641,Rob Reiner,Justin Zackham,45000000,93466502,174807445,2007,12,25,Adventure,Comedy,Drama,22421.52466367713,46570.255107125064,87098.8764324863
And Then Came Love,90,4.6,559,Richard Schenkman,Caytha Jentis,989000,8158,8158,2007,6,1,Comedy,Romance,NA,492.7752864972596,4.064773293472845,4.064773293472845
"Definitely, Maybe",112,7.1,172732,Adam Brooks,Adam Brooks,7000000,32241649,55617866,2008,2,14,Comedy,Drama,Romance,3486.0557768924305,16056.598107569722,27698.140438247014
Semi-Pro,91,5.8,85725,Kent Alterman,Scot Armstrong,55000000,33479698,43980363,2008,2,29,Comedy,Sport,NA,27390.438247011953,16673.156374501992,21902.571215139444
The Forbidden Kingdom,104,6.5,109241,Rob Minkoff,John Fusco,55000000,52075270,129075270,2008,4,18,Action,Adventure,Fantasy,27390.438247011953,25933.899402390438,64280.51294820717
My Life in Ruins,98,5.9,20816,Donald Petrie,Mike Reiss,17000000,8677425,20477425,2009,6,5,Comedy,Romance,NA,8461.921353907417,4319.275759084121,10192.844698855151
Frost/Nixon,122,7.7,112126,Ron Howard,Peter Morgan,29000000,18622031,28452945,2008,12,5,Biography,Drama,History,14442.231075697211,9273.919820717132,14169.793326693227
Baby Mama,99,6.0,47275,Michael McCullers,Michael McCullers,30000000,60494212,64170447,2008,4,25,Comedy,Romance,NA,14940.239043824702,30126.599601593625,31957.39392430279
My Soul to Take,107,4.7,21535,Wes Craven,Wes Craven,25000000,14744435,16727470,2010,10,8,Horror,Mystery,Thriller,12437.810945273632,7335.539800995025,8322.124378109453
Red State,88,6.1,66729,Kevin Smith,Kevin Smith,4000000,1065429,1983596,2011,9,23,Action,Crime,Horror,1989.0601690701144,529.8005967180508,986.3729487817006
Please Give,87,6.6,11564,Nicole Holofcener,Nicole Holofcener,3000000,4033574,4566662,2010,4,30,Comedy,Drama,NA,1492.5373134328358,2006.7532338308458,2271.971144278607
All About Steve,99,4.8,44305,Phil Traill,Kim Barker,15000000,33862903,40127259,2009,9,4,Comedy,Family,Romance,7466.401194624191,16855.601294176206,19973.747635639622
Lions for Lambs,92,6.2,52389,Robert Redford,Matthew Michael Carnahan,35000000,14998070,63211088,2007,11,9,Crime,Drama,Mystery,17438.963627304434,7472.879920279023,31495.310413552565
Why Did I Get Married?,113,5.9,13740,Tyler Perry,Tyler Perry,15000000,55204525,55934178,2007,10,12,Comedy,Drama,Romance,7473.841554559043,27505.99152964624,27869.54559043348
Once,86,7.8,120933,John Carney,John Carney,150000,9445857,23151269,2007,5,16,Drama,Music,Romance,74.73841554559043,4706.455904334828,11535.261086198307
Armored,88,5.7,31729,Nimród Antal,James V. Simpson,20000000,15988876,23661038,2009,12,4,Action,Crime,Mystery,9955.201592832254,7958.62419113987,11777.520159283225
Doubt,104,7.5,135665,John Patrick Shanley,John Patrick Shanley,20000000,33446470,53191101,2008,12,12,Drama,Mystery,NA,9960.1593625498,16656.608565737053,26489.592131474103
Prom Night,88,3.9,38020,Nelson McCormick,J.S. Cardone,18000000,43869350,57193655,2008,4,11,Horror,NA,NA,8964.14342629482,21847.285856573704,28482.895916334663
Rabbit Hole,91,7.0,51008,John Cameron Mitchell,David Lindsay-Abaire,5000000,2229058,6205034,2010,12,17,Drama,NA,NA,2487.5621890547263,1108.98407960199,3087.081592039801
Redacted,90,6.1,11227,Brian De Palma,Brian De Palma,5000000,65388,861325,2007,11,16,Crime,Thriller,War,2491.2805181863478,32.57997010463378,429.1604384653712
This Christmas,119,6.4,10428,Preston A. Whitmore II,Preston A. Whitmore II,13000000,49121934,49733545,2007,11,21,Comedy,Drama,Romance,6477.329347284504,24475.303437967115,24780.04235176881
The Last Airbender,103,4.0,172783,M. Night Shyamalan,M. Night Shyamalan,150000000,131772187,319713881,2010,7,1,Action,Adventure,Family,74626.86567164179,65558.30199004975,159061.63233830847
Good Dick,86,6.3,8234,Marianna Palka,Marianna Palka,200000,28835,52443,2008,10,10,Comedy,Drama,Romance,99.60159362549801,14.360059760956176,26.11703187250996
Salt,100,6.4,328906,Phillip Noyce,Kurt Wimmer,130000000,118311368,290650494,2010,7,23,Action,Thriller,NA,64676.616915422885,58861.37711442786,144602.23582089553
Source Code,93,7.5,546900,Duncan Jones,Ben Ripley,32000000,54712227,140428499,2011,4,1,Action,Drama,Mystery,15912.481352560915,27206.477871705618,69830.1834908006
The Happening,91,5.0,215697,M. Night Shyamalan,M. Night Shyamalan,60000000,64506874,162778384,2008,6,13,Adventure,Drama,Sci-Fi,29880.478087649404,32124.937250996016,81064.93227091634
Shotgun Stories,92,7.1,11200,Jeff Nichols,Jeff Nichols,250000,46026,284174,2007,12,14,Drama,Thriller,NA,124.5640259093174,22.932735426008968,141.59142999501745
Reach Me,95,4.9,3233,John Herzfeld,John Herzfeld,5000000,0,0,2014,11,21,Comedy,Crime,Drama,2482.6216484607744,0.0,0.0
High School Musical 3: Senior Year,112,5.0,67115,Kenny Ortega,Peter Barsocchini,11000000,90559416,274392880,2008,10,24,Comedy,Drama,Family,5478.0876494023905,45099.31075697211,136649.8406374502
The Young Victoria,105,7.2,66114,Jean-Marc Vallée,Julian Fellowes,35000000,11001272,31878891,2009,12,18,Biography,Drama,History,17421.602787456446,5475.994026879044,15868.039323046292
The International,118,6.5,99422,Tom Tykwer,Eric Warren Singer,50000000,25450527,53850527,2009,2,13,Action,Crime,Drama,24888.003982080638,12668.256346441016,26804.642608262817
The Ruins,90,5.9,82818,Carter Smith,Scott B. Smith,25000000,17432844,22910563,2008,4,4,Adventure,Horror,Thriller,12450.19920318725,8681.695219123507,11409.642928286852
A Perfect Getaway,98,6.5,76166,David Twohy,David Twohy,14000000,15515460,22815460,2009,8,7,Drama,Mystery,Thriller,6968.641114982578,7722.976605276257,11356.62518666003
17 Again,102,6.4,215142,Burr Steers,Jason Filardi,40000000,64167069,139474906,2009,4,17,Comedy,Drama,Fantasy,19910.40318566451,31939.80537580886,69425.04031856645
Frozen River,97,7.1,26406,Courtney Hunt,Courtney Hunt,1000000,2511476,6030129,2008,8,1,Crime,Drama,NA,498.00796812749,1250.7350597609561,3003.0522908366534
27 Dresses,111,6.1,173806,Anne Fletcher,Aline Brosh McKenna,30000000,76808654,160247805,2008,1,18,Comedy,Romance,NA,14940.239043824702,38251.32171314741,79804.68376494024
The Mist,55,5.9,51,Jesse Jokela,Jesse Jokela,13000000,25593755,57189408,2007,11,21,Fantasy,Horror,NA,6477.329347284504,12752.244643746886,28494.97159940209
Bled,95,2.8,1010,Christopher Hutson,Sxv'leithan Essex,750000,0,0,2009,4,7,Horror,NA,NA,373.32005973120954,0.0,0.0
The Little Things,128,6.3,122887,John Lee Hancock,John Lee Hancock,30000000,15342746,29735222,2021,1,28,Crime,Drama,Mystery,14844.136566056408,7591.6605640771895,14713.123206333497
Countdown,90,5.4,44909,Justin Dec,Justin Dec,6500000,25621766,42176201,2019,10,25,Horror,Thriller,NA,3219.4155522535907,12690.324913323428,20889.648836057455
Unhinged,90,6.0,76079,Derrick Borte,Carl Ellsworth,33000000,20831465,37339104,2020,7,16,Action,Thriller,NA,16336.633663366336,10312.606435643564,18484.70495049505
The Open Road,91,5.5,3727,Michael Meredith,Michael Meredith,10000000,19716,19716,2009,8,28,Comedy,Drama,NA,4977.600796416127,9.813837730214036,9.813837730214036
Zack and Miri Make a Porno,101,6.5,181888,Kevin Smith,Kevin Smith,24000000,31457946,36856306,2008,10,31,Comedy,Romance,NA,11952.191235059761,15666.307768924304,18354.73406374502
Rogue City,116,6.1,9904,Olivier Marchal,Olivier Marchal,13000000,0,8573,2020,10,30,Action,Crime,Drama,6435.6435643564355,0.0,4.244059405940594
Redbelt,99,6.7,21478,David Mamet,David Mamet,7000000,2344847,2667084,2008,5,2,Drama,Sport,NA,3486.0557768924305,1167.7524900398407,1328.2290836653387
Knight and Day,109,6.3,209540,James Mangold,Patrick O'Neill,117000000,76423035,258751370,2010,6,23,Action,Adventure,Comedy,58208.9552238806,38021.41044776119,128732.0248756219
Milk,128,7.5,179350,Gus Van Sant,Dustin Lance Black,20000000,31841299,57293371,2008,11,26,Biography,Drama,History,9960.1593625498,15857.22061752988,28532.55527888446
Eden Lake,91,6.7,93980,James Watkins,James Watkins,2000000,7321,4294373,2008,10,31,Horror,Thriller,NA,996.01593625498,3.645916334661355,2138.6319721115538
Centurion,97,6.3,86075,Neil Marshall,Neil Marshall,15000000,123570,7885048,2010,8,27,Action,Drama,History,7462.686567164179,61.47761194029851,3922.9094527363186
Never Back Down,113,6.5,105938,Jeff Wadlow,Chris Hauty,21000000,24850922,39319801,2008,3,14,Action,Drama,Sport,10458.16733067729,12375.957171314742,19581.57420318725
Amsterdam,134,6.1,91741,David O. Russell,David O. Russell,80000000,14947969,29400826,2022,10,6,Comedy,Drama,History,39564.78733926805,7392.665182987142,14540.467853610287
The Forever Purge,103,5.4,42925,Everardo Gout,James DeMonaco,18000000,44539245,76950525,2021,7,1,Action,Crime,Horror,8906.481939633844,22038.221177634834,38075.47006432459
RocknRolla,114,7.2,263763,Guy Ritchie,Guy Ritchie,18000000,5700626,27794339,2008,10,8,Action,Crime,Thriller,8964.14342629482,2838.957171314741,13841.802290836653
"I Love You, Beth Cooper",102,5.3,37331,Chris Columbus,Larry Doyle,18000000,14800725,16382538,2009,7,10,Adventure,Comedy,Family,8959.681433549029,7367.210054753608,8154.573419611747
Armageddon Time,114,6.5,15057,James Gray,James Gray,15000000,1872625,6568234,2022,9,14,Drama,NA,NA,7418.39762611276,926.1251236399604,3248.3847675568745
Righteous Kill,101,6.0,91883,Jon Avnet,Russell Gewirtz,60000000,40081410,78481410,2008,9,12,Crime,Mystery,Thriller,29880.478087649404,19960.86155378486,39084.36752988048
The Bounty Hunter,110,5.5,133914,Andy Tennant,Sarah Thorp,45000000,67061228,135808837,2010,3,19,Action,Comedy,Romance,22388.059701492537,33363.795024875624,67566.5855721393
Terrifier 2,138,6.1,45638,Damien Leone,Damien Leone,250000,10962502,15702292,2022,10,6,Horror,NA,NA,123.63996043521266,5421.6132542037585,7765.723046488625
The Proposal,108,6.7,356787,Anne Fletcher,Peter Chiarelli,40000000,163958031,314709717,2009,6,19,Comedy,Drama,Romance,19910.40318566451,81611.762568442,156649.9337979094
Cadillac Records,109,7.0,22999,Darnell Martin,Darnell Martin,12000000,8195551,8942516,2008,12,5,Biography,Drama,Music,5976.095617529881,4081.449701195219,4453.44422310757
My Best Friend's Girl,101,5.8,46226,Howard Deutch,Jordan Cahan,20000000,19219250,34787111,2008,9,19,Comedy,Romance,NA,9960.1593625498,9571.339641434262,17324.25846613546
Miracle at St. Anna,160,6.1,19139,Spike Lee,James McBride,45000000,7916887,9676497,2008,9,26,Action,Drama,War,22410.358565737053,3942.6728087649403,4818.972609561753
Meet the Browns,100,4.5,7263,Tyler Perry,Tyler Perry,20000000,41975388,41975388,2008,3,21,Comedy,Drama,Romance,9960.1593625498,20904.07768924303,20904.07768924303
Roadside Romeo,93,4.8,1671,Jugal Hansraj,Jugal Hansraj,2000000,55202,2046090,2008,10,24,Adventure,Animation,Comedy,996.01593625498,27.491035856573706,1018.9691235059761
Cloverfield,85,7.0,418501,Matt Reeves,Drew Goddard,25000000,80048433,171302226,2008,1,18,Horror,Sci-Fi,Thriller,12450.19920318725,39864.75747011952,85309.8735059761
Minari,115,7.4,95495,Lee Isaac Chung,Lee Isaac Chung,2000000,2964816,15474659,2020,12,11,Drama,NA,NA,990.0990099009902,1467.7306930693069,7660.722277227723
Babylon,189,7.1,163635,Damien Chazelle,Damien Chazelle,110000000,16596054,64474137,2022,12,23,Comedy,Drama,History,54401.58259149357,8207.741839762612,31886.318991097924
Babylon,151,7.5,14,Dana Kjeldsen,Dana Kjeldsen,110000000,16596054,64474137,2022,12,23,Action,Drama,NA,54401.58259149357,8207.741839762612,31886.318991097924
Boyhood,165,7.9,366049,Richard Linklater,Richard Linklater,4000000,25379975,57273049,2014,6,5,Drama,NA,NA,1986.0973187686197,12601.77507447865,28437.462264150945
The Killing of Two Lovers,85,6.8,5235,Robert Machoian,Robert Machoian,32000,72110,105195,2020,9,8,Drama,NA,NA,15.841584158415841,35.698019801980195,52.07673267326733
The Trial of the Chicago 7,129,7.7,191994,Aaron Sorkin,Aaron Sorkin,35000000,0,116473,2020,10,2,Drama,History,Thriller,17326.73267326733,0.0,57.65990099009901
Ink,107,6.8,22330,Jamin Winans,Jamin Winans,250000,0,0,2009,11,10,Action,Drama,Fantasy,124.44001991040318,0.0,0.0
The Wackness,99,6.9,31218,Jonathan Levine,Jonathan Levine,6000000,2077046,3330012,2008,7,3,Comedy,Drama,Romance,2988.0478087649403,1034.3854581673306,1658.3725099601593
Rachel Getting Married,113,6.7,51019,Jonathan Demme,Jenny Lumet,12000000,12796861,17475475,2008,10,3,Drama,Romance,NA,5976.095617529881,6372.93874501992,8702.92579681275
No Man's Land: The Rise of Reeker,88,4.8,3550,Dave Payne,Dave Payne,2000000,0,0,2008,10,14,Horror,Thriller,NA,996.01593625498,0.0,0.0
Adventureland,107,6.8,168025,Greg Mottola,Greg Mottola,9800000,16044025,17553055,2009,4,3,Comedy,Drama,Romance,4878.048780487805,7986.075161772026,8737.210054753608
The Longshots,94,5.6,4432,Fred Durst,Nick Santora,23000000,11511323,11778396,2008,8,22,Biography,Comedy,Drama,11454.18326693227,5732.730577689243,5865.735059760957
Passchendaele,114,6.4,8769,Paul Gross,Paul Gross,20000000,4452423,4453327,2008,10,24,Drama,History,Romance,9960.1593625498,2217.3421314741036,2217.792330677291
A Mouthful of Air,105,6.1,2721,Amy Koppelman,Amy Koppelman,2300000,269435,269435,2021,10,29,Drama,NA,NA,1138.0504700643246,133.3176645225136,133.3176645225136
Bad Lieutenant: Port of Call New Orleans,122,6.6,80623,Werner Herzog,William M. Finkelstein,25000000,1702112,12413949,2009,11,20,Crime,Drama,Mystery,12444.001991040319,847.2434046789448,6179.168242906919
Nope,130,6.8,260583,Jordan Peele,Jordan Peele,68000000,123277080,172039087,2022,7,21,Horror,Mystery,Sci-Fi,33630.069238377844,60967.89317507418,85083.62363996044
Next Day Air,84,5.7,11101,Benny Boom,Blair Cobbs,3000000,10027047,10172519,2009,5,8,Action,Comedy,Crime,1493.2802389248382,4991.063713290194,5063.473867595819
The Missing Person,95,6.0,1698,Noah Buschel,Noah Buschel,2000000,17896,17896,2009,11,20,Drama,Mystery,Thriller,995.5201592832254,8.907914385266302,8.907914385266302
Ca$h,108,5.9,10020,Stephen Milburn Anderson,Stephen Milburn Anderson,7000000,46488,46488,2010,3,26,Crime,Thriller,NA,3482.587064676617,23.128358208955223,23.128358208955223
The Wrestler,109,7.9,318779,Darren Aronofsky,Robert Siegel,6000000,26238243,46634275,2008,12,17,Drama,Sport,NA,2988.0478087649403,13066.85408366534,23224.240537848607
Love Ranch,117,5.6,3358,Taylor Hackford,Mark Jacobson,25000000,137885,146149,2010,6,30,Biography,Comedy,Drama,12437.810945273632,68.59950248756219,72.71094527363184
Burlesque,119,6.4,92663,Steve Antin,Steve Antin,55000000,39440655,90552675,2010,11,24,Drama,Music,Musical,27363.18407960199,19622.216417910447,45051.08208955224
Burlesque,90,6.9,74,Dominic Deacon,Dominic Deacon,55000000,39440655,90552675,2010,11,24,Drama,NA,NA,27363.18407960199,19622.216417910447,45051.08208955224
Morning Glory,107,6.5,82288,Roger Michell,Aline Brosh McKenna,40000000,31011732,59795070,2010,11,10,Comedy,Drama,Romance,19900.49751243781,15428.722388059701,29748.79104477612
Licorice Pizza,133,7.1,139032,Paul Thomas Anderson,Paul Thomas Anderson,40000000,17318007,32903549,2021,11,26,Comedy,Drama,Romance,19792.18208807521,8569.028698664028,16280.825828797624
Circle,88,3.3,750,Michael W. Watkins,Brad Tiemann,2000000,10024,10024,2010,8,27,Horror,Thriller,NA,995.0248756218906,4.9870646766169155,4.9870646766169155
Beast,155,5.2,36224,Nelson Dilipkumar,Nelson Dilipkumar,36000000,31846530,59168339,2022,8,10,Action,Comedy,Crime,17804.154302670624,15750.014836795252,29262.284371909
The Boat That Rocked,135,7.3,115738,Richard Curtis,Richard Curtis,50000000,8017467,37472651,2009,11,13,Comedy,Drama,Music,24888.003982080638,3990.775012444002,18652.38974614236
Jennifer's Body,102,5.5,149822,Karyn Kusama,Diablo Cody,16000000,16204793,31943401,2009,9,18,Comedy,Horror,NA,7964.1612742658035,8066.099054255848,15900.149825783972
Duplicity,125,6.1,52148,Tony Gilroy,Tony Gilroy,60000000,40572825,81079566,2009,3,20,Comedy,Crime,Romance,29865.604778496763,20195.532603285217,40358.1712294674
The Unborn,88,4.7,53197,David S. Goyer,David S. Goyer,16000000,42670410,78208812,2009,1,9,Horror,Mystery,Thriller,7964.1612742658035,21239.62667994027,38929.22448979592
Post Grad,88,5.3,15015,Vicky Jenson,Kelly Fremon Craig,15000000,6382178,6563402,2009,8,21,Comedy,Family,Romance,7466.401194624191,3176.793429566949,3266.9995022399203
The Devil's Tomb,90,3.7,7080,Jason Connery,Keith Kjornes,10000000,0,0,2009,5,26,Action,Horror,Thriller,4977.600796416127,0.0,0.0
Man on Wire,94,7.7,58466,James Marsh,Philippe Petit,1900000,2962242,5617067,2008,7,25,Biography,Crime,Documentary,946.215139442231,1475.2201195219122,2797.3441235059763
12 Rounds,108,5.6,30399,Renny Harlin,Daniel Kunka,20000000,12234694,17306648,2009,3,27,Action,Crime,Thriller,9955.201592832254,6089.942259830762,8614.558486809357
Midnight in the Switchgrass,99,4.5,10004,Randall Emmett,Alan Horsnail,15000000,0,97518,2021,7,23,Action,Crime,Mystery,7422.068283028204,0.0,48.252350321622956
Baggage Claim,96,5.1,9682,David E. Talbert,David E. Talbert,8500000,21569509,22885836,2013,9,27,Comedy,Romance,NA,4222.553402881272,10715.106308991555,11369.019374068554
Whip It,111,6.9,69991,Drew Barrymore,Shauna Cross,15000000,13077184,18889972,2009,10,2,Drama,Sport,NA,7466.401194624191,6509.3001493280235,9402.673967147835
The House of the Devil,95,6.3,50913,Ti West,Ti West,900000,101215,102812,2009,10,30,Horror,Mystery,NA,447.9840716774515,50.38078646092583,51.17570930811349
W.,129,6.3,49900,Oliver Stone,Stanley Weiser,25100000,25534493,28575778,2008,10,17,Biography,Comedy,Drama,12500.0,12716.380976095617,14230.96513944223
Whatever Works,93,7.1,76657,Woody Allen,Woody Allen,15000000,5306706,35106706,2009,6,19,Comedy,Romance,NA,7466.401194624191,2641.4664011946243,17474.716774514683
The Banshees of Inisherin,114,7.7,248265,Martin McDonagh,Martin McDonagh,20000000,10582266,52344724,2022,10,21,Comedy,Drama,NA,9891.196834817012,5233.563798219585,25887.598417408506
You Will Meet a Tall Dark Stranger,98,6.3,47418,Woody Allen,Woody Allen,15000000,3247816,38535748,2010,9,22,Comedy,Drama,Romance,7462.686567164179,1615.828855721393,19172.013930348257
Welcome to the Rileys,110,6.9,25212,Jake Scott,Ken Hixon,10000000,152857,355919,2010,10,29,Drama,NA,NA,4975.124378109453,76.04825870646766,177.07412935323384
Waltz with Bashir,90,8.0,60200,Ari Folman,Ari Folman,2000000,2283849,13912289,2008,12,25,Animation,Biography,Documentary,996.01593625498,1137.375,6928.43077689243
Adam,99,7.1,35686,Max Mayer,Max Mayer,3200000,2283291,2834485,2009,7,29,Comedy,Drama,Romance,1592.8322548531607,1136.5311100049776,1410.8934793429567
Casino Jack,108,6.2,17668,George Hickenlooper,Norman Snider,12500000,2039869,2272186,2010,12,17,Biography,Comedy,Crime,6218.905472636816,1014.8601990049751,1130.4407960199005
Law Abiding Citizen,109,7.4,317042,F. Gary Gray,Kurt Wimmer,53000000,73357727,131159781,2009,10,16,Action,Crime,Drama,26381.284221005477,36514.548033847685,65286.103036336484
Observe and Report,86,5.8,64980,Jody Hill,Jody Hill,18000000,24007324,27148898,2009,4,10,Action,Comedy,Crime,8959.681433549029,11949.887506222001,13513.63763066202
Obsessed,108,5.0,34164,Steve Shill,David Loughery,20000000,68261644,73964713,2009,4,24,Drama,Romance,Thriller,9955.201592832254,33977.92135390742,36816.68143354903
Funny People,146,6.3,123358,Judd Apatow,Judd Apatow,72500000,51855045,71880305,2009,7,31,Comedy,Drama,NA,36087.60577401693,25811.371329019414,35779.14634146341
Last Vegas,105,6.6,136574,Jon Turteltaub,Dan Fogelman,28000000,63914167,112914167,2013,1,28,Comedy,NA,NA,13909.587680079483,31750.70392449081,56092.482364629905
Middle of Nowhere,101,6.6,1973,Ava DuVernay,Ava DuVernay,200000,236806,236806,2012,10,12,Drama,NA,NA,99.40357852882704,117.69681908548708,117.69681908548708
Hereafter,129,6.5,95263,Clint Eastwood,Peter Morgan,50000000,32746941,108660270,2010,10,15,Drama,Fantasy,Romance,24875.621890547263,16292.010447761195,54059.835820895525
The Back-up Plan,104,5.3,51879,Alan Poul,Kate Angelo,35000000,37490007,75281179,2010,4,23,Comedy,Romance,NA,17412.935323383084,18651.7447761194,37453.32288557214
Grace,85,5.2,8210,Paul Solet,Paul Solet,5000000,8297,8297,2009,8,14,Drama,Horror,Thriller,2488.8003982080636,4.129915380786461,4.129915380786461
